timestamp,num_episodes,robot_policy,socialnav_enabled,human_traj_pred,robot_theta,human_num,human_v_pref,human_policy,mission_instruction,safety_sigma,safety_h,safety_gamma,safety_sigma_spread,safety_h_traj_scale,shield_thresh_on,shield_thresh_off,vx_sfm_gain,human_pred_s,traj_gradient_gain,traj_goal_gain,traj_step_size,vx_min,success_rate,collision_rate,avg_min_distance,avg_danger_count,avg_near_miss,avg_steps,avg_sim_time,avg_goal_dist,wall_time
2026-03-01 23:02:37,20,vla,True,True,1.5708,2,1.0,orca,move to the handbag at speed of 1.0 m/s,0.75,1.0,1.0,0.1,1.0,0.7,0.8,3.0,5.0,4.0,0.1,0.2,0.0,0.85,0.1,0.26219593022666415,8.1,0.75,54.85,5.484999999999997,0.5252965100877333,5.3328082709995215
2026-03-01 23:02:44,20,vla,True,True,1.5708,2,1.0,orca,move to the handbag at speed of 1.0 m/s,0.75,1.0,1.0,0.1,1.0,0.7,0.8,3.0,5.0,4.0,0.3,0.2,0.0,0.85,0.1,0.2610450850510391,8.15,0.75,55.1,5.509999999999996,0.5083151368636145,5.385567163000815
2026-03-01 23:02:50,20,vla,True,True,1.5708,2,1.0,orca,move to the handbag at speed of 1.0 m/s,0.75,1.0,1.0,0.1,1.0,0.7,0.8,3.0,5.0,4.0,0.5,0.2,0.0,0.8,0.15,0.25960176393647877,7.6,0.75,53.75,5.3749999999999964,0.6117922384043307,5.244175199999518
2026-03-01 23:02:57,20,vla,True,True,1.5708,2,1.0,orca,move to the handbag at speed of 1.0 m/s,0.75,1.0,1.0,0.1,1.0,0.7,0.8,3.0,5.0,4.5,0.1,0.2,0.0,0.9,0.05,0.2676506985328952,8.65,0.75,56.3,5.629999999999996,0.4015647182889056,5.413579658999879
2026-03-01 23:03:04,20,vla,True,True,1.5708,2,1.0,orca,move to the handbag at speed of 1.0 m/s,0.75,1.0,1.0,0.1,1.0,0.7,0.8,3.0,5.0,4.5,0.3,0.2,0.0,0.9,0.05,0.26679085086497556,8.7,0.75,56.45,5.644999999999996,0.407147698285209,5.449793452000449
2026-03-01 23:03:11,20,vla,True,True,1.5708,2,1.0,orca,move to the handbag at speed of 1.0 m/s,0.75,1.0,1.0,0.1,1.0,0.7,0.8,3.0,5.0,4.5,0.5,0.2,0.0,0.85,0.1,0.26120317672884863,8.05,0.75,55.1,5.509999999999996,0.5061859496966965,5.330299425000703
2026-03-01 23:03:18,20,vla,True,True,1.5708,2,1.0,orca,move to the handbag at speed of 1.0 m/s,0.75,1.0,1.0,0.1,1.0,0.7,0.8,3.0,5.0,5.0,0.1,0.2,0.0,0.9,0.05,0.25037602377391444,8.65,0.75,57.65,5.764999999999995,0.414366643439108,5.539321578000454
2026-03-01 23:03:25,20,vla,True,True,1.5708,2,1.0,orca,move to the handbag at speed of 1.0 m/s,0.75,1.0,1.0,0.1,1.0,0.7,0.8,3.0,5.0,5.0,0.3,0.2,0.0,0.9,0.05,0.2497409500180711,8.7,0.75,57.8,5.779999999999996,0.413075184650704,5.57259456599968
2026-03-01 23:03:32,20,vla,True,True,1.5708,2,1.0,orca,move to the handbag at speed of 1.0 m/s,0.75,1.0,1.0,0.1,1.0,0.7,0.8,3.0,5.0,5.0,0.5,0.2,0.0,0.9,0.05,0.2666696719253234,8.55,0.75,56.3,5.629999999999996,0.41466244581606493,5.430961105001188
2026-03-01 23:03:39,20,vla,True,True,1.5708,2,1.0,orca,move to the handbag at speed of 1.0 m/s,0.75,1.0,1.0,0.1,1.0,0.7,0.8,3.0,5.0,6.0,0.1,0.2,0.0,0.9,0.05,0.25116659571135663,8.55,0.75,57.75,5.774999999999996,0.39517895518276147,5.571353593999447
2026-03-01 23:03:47,20,vla,True,True,1.5708,2,1.0,orca,move to the handbag at speed of 1.0 m/s,0.75,1.0,1.0,0.1,1.0,0.7,0.8,3.0,5.0,6.0,0.3,0.2,0.0,0.9,0.05,0.2504532004001161,8.55,0.75,57.8,5.779999999999996,0.39892520239724805,5.586003132000769
2026-03-01 23:03:54,20,vla,True,True,1.5708,2,1.0,orca,move to the handbag at speed of 1.0 m/s,0.75,1.0,1.0,0.1,1.0,0.7,0.8,3.0,5.0,6.0,0.5,0.2,0.0,0.85,0.1,0.25006483148622227,8.1,0.75,56.35,5.634999999999996,0.5184534718252497,5.479882503999761
