x y z
-3.0 -2.9999999999999996 0.9999998874648253
-2.8469387755102042 -2.9999999999999996 0.9999997506723958
-2.693877551020408 -2.9999999999999996 0.9999994701360515
-2.5408163265306123 -2.9999999999999996 0.9999989198842166
-2.3877551020408165 -2.9999999999999996 0.9999978880278523
-2.2346938775510203 -2.9999999999999996 0.999996038880049
-2.0816326530612246 -2.9999999999999996 0.9999928737716487
-1.9285714285714288 -2.9999999999999996 0.9999877025969126
-1.7755102040816328 -2.9999999999999996 0.9999796446292966
-1.6224489795918369 -2.9999999999999996 0.9999676811010598
-1.4693877551020411 -2.9999999999999996 0.9999507794989474
-1.3163265306122451 -2.9999999999999996 0.9999280969293444
-1.1632653061224492 -2.9999999999999996 0.9998992463523942
-1.0102040816326534 -2.9999999999999996 0.999864578989029
-0.8571428571428577 -2.9999999999999996 0.9998254084347102
-0.7040816326530615 -2.9999999999999996 0.9997840901782343
-0.5510204081632657 -2.9999999999999996 0.9997438859095273
-0.39795918367346994 -2.9999999999999996 0.999708588638971
-0.24489795918367374 -2.9999999999999996 0.9996819529150826
-0.09183673469387799 -2.9999999999999996 0.9996670428904074
0.06122448979591777 -2.9999999999999996 0.9996656532550682
0.21428571428571397 -2.9999999999999996 0.9996779540518657
0.3673469387755097 -2.9999999999999996 0.9997024564689497
0.5204081632653055 -2.9999999999999996 0.9997363091141847
0.6734693877551017 -2.9999999999999996 0.9997758433337716
0.8265306122448974 -2.9999999999999996 0.9998172235945718
0.9795918367346932 -2.9999999999999996 0.9998570446087776
1.132653061224489 -2.9999999999999996 0.9998927510922213
1.2857142857142847 -2.9999999999999996 0.9999228213547477
1.4387755102040813 -2.9999999999999996 0.9999467262391046
1.591836734693877 -2.9999999999999996 0.9999647270732364
1.7448979591836729 -2.9999999999999996 0.999977598269438
1.8979591836734686 -2.9999999999999996 0.9999775261279344
2.0510204081632644 -2.9999999999999996 0.9999645178128626
2.20408163265306 -2.9999999999999996 0.9999457264560042
2.357142857142856 -2.9999999999999996 0.999919571253121
2.5102040816326525 -2.9999999999999996 0.9998845271872954
2.6632653061224483 -2.9999999999999996 0.9998393822608892
2.816326530612244 -2.9999999999999996 0.99978355249017
2.96938775510204 -2.9999999999999996 0.999717409862598
3.1224489795918355 -2.9999999999999996 0.9996425570555668
3.2755102040816313 -2.9999999999999996 0.9995619720947287
3.428571428571428 -2.9999999999999996 0.9994799535331237
3.5816326530612237 -2.9999999999999996 0.9994018255718713
3.7346938775510194 -2.9999999999999996 0.9993334099029267
3.887755102040815 -2.9999999999999996 0.9992803270268529
4.040816326530611 -2.9999999999999996 0.9992472394502663
4.193877551020407 -2.9999999999999996 0.9992371769111246
4.346938775510203 -2.9999999999999996 0.9992510787903993
4.499999999999999 -2.9999999999999996 0.9992876494696219

-3.0 -2.8245290569111563 0.9999997208520489
-2.8469387755102042 -2.8245290569111563 0.9999993815330183
-2.693877551020408 -2.8245290569111563 0.9999986856515226
-2.5408163265306123 -2.8245290569111563 0.9999973207300865
-2.3877551020408165 -2.8245290569111563 0.9999947611695705
-2.2346938775510203 -2.8245290569111563 0.9999901742853207
-2.0816326530612246 -2.8245290569111563 0.9999823231087708
-1.9285714285714288 -2.8245290569111563 0.999969495805346
-1.7755102040816328 -2.8245290569111563 0.9999495076980256
-1.6224489795918369 -2.8245290569111563 0.9999198316931416
-1.4693877551020411 -2.8245290569111563 0.9998779066007348
-1.3163265306122451 -2.8245290569111563 0.999821641589862
-1.1632653061224492 -2.8245290569111563 0.9997500765928533
-1.0102040816326534 -2.8245290569111563 0.9996640828271194
-0.8571428571428577 -2.8245290569111563 0.9995669187181485
-0.7040816326530615 -2.8245290569111563 0.9994644271490469
-0.5510204081632657 -2.8245290569111563 0.9993646988706584
-0.39795918367346994 -2.8245290569111563 0.9992771425952277
-0.24489795918367374 -2.8245290569111563 0.9992110716288237
-0.09183673469387799 -2.8245290569111563 0.9991740867230064
0.06122448979591777 -2.8245290569111563 0.999170639677595
0.21428571428571397 -2.8245290569111563 0.999201152290481
0.3673469387755097 -2.8245290569111563 0.9992619315049958
0.5204081632653055 -2.8245290569111563 0.9993459043301898
0.6734693877551017 -2.8245290569111563 0.999443970525239
0.8265306122448974 -2.8245290569111563 0.9995466158985191
0.9795918367346932 -2.8245290569111563 0.9996453934989619
1.132653061224489 -2.8245290569111563 0.999733964843142
1.2857142857142847 -2.8245290569111563 0.9998085553184546
1.4387755102040813 -2.8245290569111563 0.9998678523294104
1.591836734693877 -2.8245290569111563 0.9999125041103097
1.7448979591836729 -2.8245290569111563 0.999944431621474
1.8979591836734686 -2.8245290569111563 0.9999523055922354
2.0510204081632644 -2.8245290569111563 0.9999282360201106
2.20408163265306 -2.8245290569111563 0.9998921224484443
2.357142857142856 -2.8245290569111563 0.9998428910350229
2.5102040816326525 -2.8245290569111563 0.9997783252763923
2.6632653061224483 -2.8245290569111563 0.9996969762242809
2.816326530612244 -2.8245290569111563 0.9995986876209311
2.96938775510204 -2.8245290569111563 0.9994850871512461
3.1224489795918355 -2.8245290569111563 0.999359925945783
3.2755102040816313 -2.8245290569111563 0.9992291461624205
3.428571428571428 -2.8245290569111563 0.9991005869679878
3.5816326530612237 -2.8245290569111563 0.9989833027833099
3.7346938775510194 -2.8245290569111563 0.9988865533452698
3.887755102040815 -2.8245290569111563 0.9988186121052688
4.040816326530611 -2.8245290569111563 0.9987856022898176
4.193877551020407 -2.8245290569111563 0.9987905868556873
4.346938775510203 -2.8245290569111563 0.998833099702532
4.499999999999999 -2.8245290569111563 0.9989092175589012

-3.0 -2.649058113822313 0.9999993444463429
-2.8469387755102042 -2.649058113822313 0.9999985475863601
-2.693877551020408 -2.649058113822313 0.999996913371752
-2.5408163265306123 -2.649058113822313 0.9999937079774953
-2.3877551020408165 -2.649058113822313 0.9999876970816587
-2.2346938775510203 -2.649058113822313 0.9999769251998184
-2.0816326530612246 -2.649058113822313 0.9999584874234335
-1.9285714285714288 -2.649058113822313 0.9999283636641899
-1.7755102040816328 -2.649058113822313 0.9998814234061547
-1.6224489795918369 -2.649058113822313 0.9998117319989407
-1.4693877551020411 -2.649058113822313 0.9997132747201113
-1.3163265306122451 -2.649058113822313 0.9995811414427388
-1.1632653061224492 -2.649058113822313 0.9994130775349349
-1.0102040816326534 -2.649058113822313 0.9992111289718093
-0.8571428571428577 -2.649058113822313 0.9989829478702306
-0.7040816326530615 -2.649058113822313 0.9987422557114916
-0.5510204081632657 -2.649058113822313 0.9985080528904885
-0.39795918367346994 -2.649058113822313 0.9983024349149878
-0.24489795918367374 -2.649058113822313 0.9981472732400022
-0.09183673469387799 -2.649058113822313 0.9980604175415292
0.06122448979591777 -2.649058113822313 0.9980523224678696
0.21428571428571397 -2.649058113822313 0.9981239785731343
0.3673469387755097 -2.649058113822313 0.9982667130485282
0.5204081632653055 -2.649058113822313 0.9984639156160029
0.6734693877551017 -2.649058113822313 0.9986942151849587
0.8265306122448974 -2.649058113822313 0.9989352685388678
0.9795918367346932 -2.649058113822313 0.9991672387788981
1.132653061224489 -2.649058113822313 0.9993752405513365
1.2857142857142847 -2.649058113822313 0.9995504095206647
1.4387755102040813 -2.649058113822313 0.9996896631753683
1.591836734693877 -2.649058113822313 0.9997945238349366
1.7448979591836729 -2.649058113822313 0.9998695027005413
1.8979591836734686 -2.649058113822313 0.9999005423967079
2.0510204081632644 -2.649058113822313 0.9998583567694644
2.20408163265306 -2.649058113822313 0.9997907491868805
2.357142857142856 -2.649058113822313 0.9997005089788138
2.5102040816326525 -2.649058113822313 0.9995847154438929
2.6632653061224483 -2.649058113822313 0.9994421042205054
2.816326530612244 -2.649058113822313 0.9992738845244628
2.96938775510204 -2.649058113822313 0.9990844045384275
3.1224489795918355 -2.649058113822313 0.9988814719201575
3.2755102040816313 -2.649058113822313 0.9986761600809727
3.428571428571428 -2.649058113822313 0.9984820083746647
3.5816326530612237 -2.649058113822313 0.9983136465710551
3.7346938775510194 -2.649058113822313 0.9981850145576666
3.887755102040815 -2.649058113822313 0.998107468950336
4.040816326530611 -2.649058113822313 0.9980881306873195
4.193877551020407 -2.649058113822313 0.9981288064452662
4.346938775510203 -2.649058113822313 0.9982257102450222
4.499999999999999 -2.649058113822313 0.9983700446853175

-3.0 -2.4735871707334702 0.9999985424962204
-2.8469387755102042 -2.4735871707334702 0.9999967708236437
-2.693877551020408 -2.4735871707334702 0.9999931374460519
-2.5408163265306123 -2.4735871707334702 0.9999860108375834
-2.3877551020408165 -2.4735871707334702 0.999972646708948
-2.2346938775510203 -2.4735871707334702 0.9999486973978188
-2.0816326530612246 -2.4735871707334702 0.9999077043708139
-1.9285714285714288 -2.4735871707334702 0.9998407296960815
-1.7755102040816328 -2.4735871707334702 0.9997363666088477
-1.6224489795918369 -2.4735871707334702 0.9995814204983027
-1.4693877551020411 -2.4735871707334702 0.9993625187280656
-1.3163265306122451 -2.4735871707334702 0.9990687445280472
-1.1632653061224492 -2.4735871707334702 0.9986950851361907
-1.0102040816326534 -2.4735871707334702 0.9982460894043296
-0.8571428571428577 -2.4735871707334702 0.9977387704161946
-0.7040816326530615 -2.4735871707334702 0.9972036353783733
-0.5510204081632657 -2.4735871707334702 0.9966829281973335
-0.39795918367346994 -2.4735871707334702 0.996225774197499
-0.24489795918367374 -2.4735871707334702 0.9958808005629323
-0.09183673469387799 -2.4735871707334702 0.9956876927868799
0.06122448979591777 -2.4735871707334702 0.9956696948696576
0.21428571428571397 -2.4735871707334702 0.9958290091273463
0.3673469387755097 -2.4735871707334702 0.9961463531542084
0.5204081632653055 -2.4735871707334702 0.9965847970318857
0.6734693877551017 -2.4735871707334702 0.9970968260451661
0.8265306122448974 -2.4735871707334702 0.9976327641344538
0.9795918367346932 -2.4735871707334702 0.9981485075796183
