2026-02-11 18:12:15, INFO: Current git head hash code: %s
2026-02-11 18:12:15, INFO: Using device: cuda:0
2026-02-11 18:12:15, INFO: Policy: SARL w/ global state
2026-02-11 18:12:15, INFO: human number: 5
2026-02-11 18:12:15, INFO: Not randomize human's radius and preferred speed
2026-02-11 18:12:15, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2026-02-11 18:12:15, INFO: Square width: 10.0, circle width: 4.0
2026-02-11 18:12:15, INFO: Current learning rate: 0.010000
2026-02-11 18:13:56, INFO: TRAIN has success rate: 0.89, collision rate: 0.09, nav time: 12.18, total reward: 0.2416
2026-02-11 18:17:04, INFO: Finish imitation learning. Weights saved.
2026-02-11 18:17:04, INFO: Experience set size: 100000/100000
2026-02-11 18:17:04, INFO: Agent is invisible and has holonomic kinematic constraint
2026-02-11 18:17:04, INFO: Current learning rate: 0.001000
2026-02-11 18:24:30, INFO: VAL   in episode 0 has success rate: 0.94, collision rate: 0.06, nav time: 10.94, total reward: 0.2280
2026-02-11 18:24:30, INFO: Frequency of being in danger: 0.18 and average min separate distance in danger: 0.08
2026-02-11 18:24:34, INFO: TRAIN in episode 0 has success rate: 1.00, collision rate: 0.00, nav time: 18.50, total reward: 0.1462
2026-02-11 18:24:39, INFO: TRAIN in episode 1 has success rate: 1.00, collision rate: 0.00, nav time: 18.25, total reward: 0.1501
2026-02-11 18:24:44, INFO: TRAIN in episode 2 has success rate: 1.00, collision rate: 0.00, nav time: 19.75, total reward: 0.1282
2026-02-11 18:24:48, INFO: TRAIN in episode 3 has success rate: 1.00, collision rate: 0.00, nav time: 19.75, total reward: 0.1282
2026-02-11 18:24:52, INFO: TRAIN in episode 4 has success rate: 1.00, collision rate: 0.00, nav time: 17.25, total reward: 0.1668
2026-02-11 18:24:57, INFO: TRAIN in episode 5 has success rate: 1.00, collision rate: 0.00, nav time: 19.25, total reward: 0.1351
2026-02-11 18:24:59, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1308
2026-02-11 18:25:03, INFO: TRAIN in episode 7 has success rate: 1.00, collision rate: 0.00, nav time: 21.00, total reward: 0.1123
2026-02-11 18:25:08, INFO: TRAIN in episode 8 has success rate: 1.00, collision rate: 0.00, nav time: 21.00, total reward: -0.0247
2026-02-11 18:25:13, INFO: TRAIN in episode 9 has success rate: 1.00, collision rate: 0.00, nav time: 19.50, total reward: 0.1316
2026-02-11 18:25:14, INFO: TRAIN in episode 10 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2563
2026-02-11 18:25:17, INFO: TRAIN in episode 11 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1601
2026-02-11 18:25:22, INFO: TRAIN in episode 12 has success rate: 1.00, collision rate: 0.00, nav time: 20.50, total reward: 0.1184
2026-02-11 18:25:26, INFO: TRAIN in episode 13 has success rate: 1.00, collision rate: 0.00, nav time: 19.50, total reward: 0.1167
2026-02-11 18:25:28, INFO: TRAIN in episode 14 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1565
2026-02-11 18:25:33, INFO: TRAIN in episode 15 has success rate: 1.00, collision rate: 0.00, nav time: 21.75, total reward: 0.0921
2026-02-11 18:25:35, INFO: TRAIN in episode 16 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1505
2026-02-11 18:25:40, INFO: TRAIN in episode 17 has success rate: 1.00, collision rate: 0.00, nav time: 17.75, total reward: 0.1582
2026-02-11 18:25:44, INFO: TRAIN in episode 18 has success rate: 1.00, collision rate: 0.00, nav time: 15.00, total reward: 0.2114
2026-02-11 18:25:45, INFO: TRAIN in episode 19 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1454
2026-02-11 18:25:46, INFO: TRAIN in episode 20 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1350
2026-02-11 18:25:48, INFO: TRAIN in episode 21 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1315
2026-02-11 18:25:53, INFO: TRAIN in episode 22 has success rate: 1.00, collision rate: 0.00, nav time: 18.75, total reward: 0.1424
2026-02-11 18:25:57, INFO: TRAIN in episode 23 has success rate: 1.00, collision rate: 0.00, nav time: 20.50, total reward: 0.1184
